utc_timestamp,solarprofile,windprofile
2015-01-02T06:00:00Z,0,0.0878
2015-01-02T06:30:00Z,0,0.0878
2015-01-02T07:00:00Z,0,0.0878
2015-01-02T07:30:00Z,0,0.0856
2015-01-02T08:00:00Z,0,0.0826
2015-01-02T08:30:00Z,0,0.0826
2015-01-02T09:00:00Z,0.0067,0.082
2015-01-02T09:30:00Z,0.0063,0.0806
2015-01-02T10:00:00Z,0.006,0.0806
2015-01-02T10:30:00Z,0.1573,0.0795
2015-01-02T11:00:00Z,0.2185,0.0795
2015-01-02T11:30:00Z,0.2793,0.0827
2015-01-02T12:00:00Z,0.3404,0.0827
2015-01-02T12:30:00Z,0.3139,0.0837
2015-01-02T13:00:00Z,0.2875,0.0822
2015-01-02T13:30:00Z,0.261,0.0822
2015-01-02T14:00:00Z,0.2345,0.0822
2015-01-02T14:30:00Z,0.2394,0.078
2015-01-02T15:00:00Z,0.2002,0.0794
2015-01-02T15:30:00Z,0.1506,0.0709
2015-01-02T16:00:00Z,0.1014,0.0635
2015-01-02T16:30:00Z,0.0518,0.0635
2015-01-02T17:00:00Z,0.0022,0.0635
2015-01-02T17:30:00Z,0,0.0583
2015-01-02T18:00:00Z,0,0.0583
2015-01-02T18:30:00Z,0,0.0557
2015-01-02T19:00:00Z,0,0.0572
2015-01-02T19:30:00Z,0,0.0572
2015-01-02T20:00:00Z,0,0.0604
2015-01-02T20:30:00Z,0,0.0604
2015-01-02T21:00:00Z,0,0.0598
2015-01-02T21:30:00Z,0,0.0598
2015-01-02T22:00:00Z,0,0.0598
2015-01-02T22:30:00Z,0,0.0606
2015-01-02T23:00:00Z,0,0.0606
2015-01-02T23:30:00Z,0,0
2015-01-03T00:00:00Z,0,0
2015-01-03T00:30:00Z,0,0
2015-01-03T01:00:00Z,0,0.0594
2015-01-03T01:30:00Z,0,0.0594
2015-01-03T02:00:00Z,0,0.0594
2015-01-03T02:30:00Z,0,0.057
2015-01-03T03:00:00Z,0,0.0537
2015-01-03T03:30:00Z,0,0.0537
2015-01-03T04:00:00Z,0,0.0537
2015-01-03T04:30:00Z,0,0.0477
2015-01-03T05:00:00Z,0,0.0416
2015-01-03T05:30:00Z,0,0.0416
2015-01-03T06:00:00Z,0,0.0358
2015-01-03T06:30:00Z,0,0.0358
2015-01-03T07:00:00Z,0,0.0339
2015-01-03T07:30:00Z,0,0.0339
2015-01-03T08:00:00Z,0.0015,0.0335
2015-01-03T08:30:00Z,0.0029,0.0335
2015-01-03T09:00:00Z,0.0018,0.0328
2015-01-03T09:30:00Z,0.0095,0.0328
2015-01-03T10:00:00Z,0.0186,0.0284
2015-01-03T10:30:00Z,0.0274,0.0284
2015-01-03T11:00:00Z,0.0365,0.0282
2015-01-03T11:30:00Z,0.0453,0.0282
2015-01-03T12:00:00Z,0.054,0.0299
2015-01-03T12:30:00Z,0.0748,0.0299
2015-01-03T13:00:00Z,0.0701,0.0296
2015-01-03T13:30:00Z,0.0653,0.0296
2015-01-03T14:00:00Z,0.0606,0.0273
2015-01-03T14:30:00Z,0.0558,0.0273
2015-01-03T15:00:00Z,0.0883,0.0281
2015-01-03T15:30:00Z,0.0664,0.0264
2015-01-03T16:00:00Z,0.0449,0.0264
2015-01-03T16:30:00Z,0.023,0.0248
2015-01-03T17:00:00Z,0.0011,0.0235
2015-01-03T17:30:00Z,0,0.0235
2015-01-03T18:00:00Z,0,0.0235
2015-01-03T18:30:00Z,0,0.0224
2015-01-03T19:00:00Z,0,0.0216
2015-01-03T19:30:00Z,0,0.0216
2015-01-03T20:00:00Z,0,0.0216
2015-01-03T20:30:00Z,0,0.0217
2015-01-03T21:00:00Z,0,0.0203
2015-01-03T21:30:00Z,0,0.0203
2015-01-03T22:00:00Z,0,0.0203
2015-01-03T22:30:00Z,0,0.0181
2015-01-03T23:00:00Z,0,0.0181
2015-01-03T23:30:00Z,0,0
2015-01-04T00:00:00Z,0,0
2015-01-04T00:30:00Z,0,0
2015-01-04T01:00:00Z,0,0.0152
2015-01-04T01:30:00Z,0,0.0152
2015-01-04T02:00:00Z,0,0.0149
2015-01-04T02:30:00Z,0,0.0149
2015-01-04T03:00:00Z,0,0.0155
2015-01-04T03:30:00Z,0,0.0154
2015-01-04T04:00:00Z,0,0.0151
2015-01-04T04:30:00Z,0,0.0151
2015-01-04T05:00:00Z,0,0.0151
2015-01-04T05:30:00Z,0,0.0151
2015-01-04T06:00:00Z,0,0.0151
2015-01-04T06:30:00Z,0,0.0153
2015-01-04T07:00:00Z,0,0.0157
2015-01-04T07:30:00Z,0,0.0157
2015-01-04T08:00:00Z,0.0065,0.0157
2015-01-04T08:30:00Z,0.0127,0.0165
2015-01-04T09:00:00Z,0.0116,0.0169
2015-01-04T09:30:00Z,0.0426,0.0169
2015-01-04T10:00:00Z,0.0873,0.0169
2015-01-04T10:30:00Z,0.116,0.0176
2015-01-04T11:00:00Z,0.1444,0.0191
2015-01-04T11:30:00Z,0.1728,0.0191
2015-01-04T12:00:00Z,0.2012,0.0191
2015-01-04T12:30:00Z,0.2332,0.0209
2015-01-04T13:00:00Z,0.2081,0.0213
2015-01-04T13:30:00Z,0.183,0.0213
2015-01-04T14:00:00Z,0.1575,0.023
2015-01-04T14:30:00Z,0.1324,0.023
2015-01-04T15:00:00Z,0.1033,0.0233
2015-01-04T15:30:00Z,0.0778,0.0249
2015-01-04T16:00:00Z,0.0527,0.0249
2015-01-04T16:30:00Z,0.0273,0.0272
2015-01-04T17:00:00Z,0.0022,0.0272
2015-01-04T17:30:00Z,0,0.0296
2015-01-04T18:00:00Z,0,0.0318
2015-01-04T18:30:00Z,0,0.0318
2015-01-04T19:00:00Z,0,0.0318
2015-01-04T19:30:00Z,0,0.0326
2015-01-04T20:00:00Z,0,0.0339
2015-01-04T20:30:00Z,0,0.0339
2015-01-04T21:00:00Z,0,0.0345
2015-01-04T21:30:00Z,0,0.0353
2015-01-04T22:00:00Z,0,0.0365
2015-01-04T22:30:00Z,0,0.0365
2015-01-04T23:00:00Z,0,0.0365
2015-01-04T23:30:00Z,0,0
2015-01-05T00:00:00Z,0,0.222
2015-01-05T00:30:00Z,0,0.2134
2015-01-05T01:00:00Z,0,0.2324
2015-01-05T01:30:00Z,0,0.2363
2015-01-05T02:00:00Z,0,0.2489
2015-01-05T02:30:00Z,0,0.2382
2015-01-05T03:00:00Z,0,0.2328
2015-01-05T03:30:00Z,0,0.2329
2015-01-05T04:00:00Z,0,0.2336
2015-01-05T04:30:00Z,0,0.2355
2015-01-05T05:00:00Z,0,0.2264
2015-01-05T05:30:00Z,0,0.2263
2015-01-05T06:00:00Z,0,0.2249
2015-01-05T06:30:00Z,0,0.2292
2015-01-05T07:00:00Z,0,0.2352
2015-01-05T07:30:00Z,0,0.2524
2015-01-05T08:00:00Z,0,0.2737
2015-01-05T08:30:00Z,0.0044,0.2787
2015-01-05T09:00:00Z,0.0084,0.2849
2015-01-05T09:30:00Z,0.0298,0.2932
2015-01-05T10:00:00Z,0.0513,0.2935
2015-01-05T10:30:00Z,0.0832,0.315
2015-01-05T11:00:00Z,0.1152,0.3285
2015-01-05T11:30:00Z,0.1392,0.3334
2015-01-05T12:00:00Z,0.1628,0.3182
2015-01-05T12:30:00Z,0.1698,0.3115
2015-01-05T13:00:00Z,0.1767,0.3167
2015-01-05T13:30:00Z,0.1512,0.3179
2015-01-05T14:00:00Z,0.1258,0.3167
2015-01-05T14:30:00Z,0.1,0.3179
2015-01-05T15:00:00Z,0.0742,0.3255
2015-01-05T15:30:00Z,0.0491,0.3341
2015-01-05T16:00:00Z,0.0244,0.3305
2015-01-05T16:30:00Z,0.0127,0.3432
2015-01-05T17:00:00Z,0.0015,0.355
2015-01-05T17:30:00Z,0,0.3629
2015-01-05T18:00:00Z,0,0.3649
2015-01-05T18:30:00Z,0,0.3453
2015-01-05T19:00:00Z,0,0.3665
2015-01-05T19:30:00Z,0,0.3563
2015-01-05T20:00:00Z,0,0.3512
2015-01-05T20:30:00Z,0,0.3472
2015-01-05T21:00:00Z,0,0.3519
2015-01-05T21:30:00Z,0,0.3514
2015-01-05T22:00:00Z,0,0.3504
2015-01-05T22:30:00Z,0,0.3378
2015-01-05T23:00:00Z,0,0.339
2015-01-05T23:30:00Z,0,0.3322
2015-01-06T00:00:00Z,0,0.3448
2015-01-06T00:30:00Z,0,0.3659
2015-01-06T01:00:00Z,0,0.3771
2015-01-06T01:30:00Z,0,0.4003
2015-01-06T02:00:00Z,0,0.4179
2015-01-06T02:30:00Z,0,0.4306
2015-01-06T03:00:00Z,0,0.4343
2015-01-06T03:30:00Z,0,0.4328
2015-01-06T04:00:00Z,0,0.433
2015-01-06T04:30:00Z,0,0.4417
2015-01-06T05:00:00Z,0,0.4522
2015-01-06T05:30:00Z,0,0.4499
2015-01-06T06:00:00Z,0,0.4362
2015-01-06T06:30:00Z,0,0.4406
2015-01-06T07:00:00Z,0,0.4262
2015-01-06T07:30:00Z,0,0.3963
2015-01-06T08:00:00Z,0,0.4213
2015-01-06T08:30:00Z,0.0025,0.4346
2015-01-06T09:00:00Z,0.0047,0.4465
2015-01-06T09:30:00Z,0.0243,0.4544
2015-01-06T10:00:00Z,0.0438,0.4567
2015-01-06T10:30:00Z,0.0743,0.4714
2015-01-06T11:00:00Z,0.1047,0.4752
2015-01-06T11:30:00Z,0.1406,0.4645
2015-01-06T12:00:00Z,0.1764,0.4549
2015-01-06T12:30:00Z,0.2072,0.4548
2015-01-06T13:00:00Z,0.2377,0.4385
2015-01-06T13:30:00Z,0.2304,0.4388
2015-01-06T14:00:00Z,0.2232,0.4426
2015-01-06T14:30:00Z,0.2011,0.4252
2015-01-06T15:00:00Z,0.179,0.4107
2015-01-06T15:30:00Z,0.1304,0.417
2015-01-06T16:00:00Z,0.0822,0.3997
2015-01-06T16:30:00Z,0.0435,0.3848
2015-01-06T17:00:00Z,0.0051,0.3593
2015-01-06T17:30:00Z,0,0.3633
2015-01-06T18:00:00Z,0,0.356
2015-01-06T18:30:00Z,0,0.3548
2015-01-06T19:00:00Z,0,0.3412
2015-01-06T19:30:00Z,0,0.3098
2015-01-06T20:00:00Z,0,0.2877
2015-01-06T20:30:00Z,0,0.3092
2015-01-06T21:00:00Z,0,0.3388
2015-01-06T21:30:00Z,0,0.3445
2015-01-06T22:00:00Z,0,0.3111
2015-01-06T22:30:00Z,0,0.3238
2015-01-06T23:00:00Z,0,0.3351
2015-01-06T23:30:00Z,0,0.3324
2015-01-07T00:00:00Z,0,0.3547
2015-01-07T00:30:00Z,0,0.3473
2015-01-07T01:00:00Z,0,0.3464
2015-01-07T01:30:00Z,0,0.347
2015-01-07T02:00:00Z,0,0.3391
2015-01-07T02:30:00Z,0,0.3445
2015-01-07T03:00:00Z,0,0.3456
2015-01-07T03:30:00Z,0,0.3592
2015-01-07T04:00:00Z,0,0.3648
2015-01-07T04:30:00Z,0,0.3597
2015-01-07T05:00:00Z,0,0.3762
2015-01-07T05:30:00Z,0,0.3843
2015-01-07T06:00:00Z,0,0.3965
2015-01-07T06:30:00Z,0,0.4083
2015-01-07T07:00:00Z,0,0.4378
2015-01-07T07:30:00Z,0,0.4716
2015-01-07T08:00:00Z,0.0069,0.4896
2015-01-07T08:30:00Z,0.0134,0.5102
2015-01-07T09:00:00Z,0.0203,0.5318
2015-01-07T09:30:00Z,0.0459,0.5355
2015-01-07T10:00:00Z,0.0712,0.5415
2015-01-07T10:30:00Z,0.0919,0.5525
2015-01-07T11:00:00Z,0.1125,0.5578
2015-01-07T11:30:00Z,0.1183,0.5796
2015-01-07T12:00:00Z,0.1237,0.59
2015-01-07T12:30:00Z,0.1251,0.6066
2015-01-07T13:00:00Z,0.1262,0.6077
2015-01-07T13:30:00Z,0.1114,0.6189
2015-01-07T14:00:00Z,0.0966,0.6219
2015-01-07T14:30:00Z,0.0796,0.6188
2015-01-07T15:00:00Z,0.0626,0.622
2015-01-07T15:30:00Z,0.0423,0.6281
2015-01-07T16:00:00Z,0.0224,0.6437
2015-01-07T16:30:00Z,0.0116,0.6599
2015-01-07T17:00:00Z,0.0007,0.6583
2015-01-07T17:30:00Z,0,0.6439
2015-01-07T18:00:00Z,0,0.6391
2015-01-07T18:30:00Z,0,0.6355
2015-01-07T19:00:00Z,0,0.6351
2015-01-07T19:30:00Z,0,0.6316
2015-01-07T20:00:00Z,0,0.6262
2015-01-07T20:30:00Z,0,0.619
2015-01-07T21:00:00Z,0,0.5936
2015-01-07T21:30:00Z,0,0.5832
2015-01-07T22:00:00Z,0,0.584
2015-01-07T22:30:00Z,0,0.5801
2015-01-07T23:00:00Z,0,0.5645
2015-01-07T23:30:00Z,0,0.5489
2015-01-08T00:00:00Z,0,0.539
2015-01-08T00:30:00Z,0,0.5271
2015-01-08T01:00:00Z,0,0.5249
2015-01-08T01:30:00Z,0,0.5112
2015-01-08T02:00:00Z,0,0.4996
2015-01-08T02:30:00Z,0,0.4881
2015-01-08T03:00:00Z,0,0.4971
2015-01-08T03:30:00Z,0,0.5087
2015-01-08T04:00:00Z,0,0.5025
2015-01-08T04:30:00Z,0,0.4912
2015-01-08T05:00:00Z,0,0.472
2015-01-08T05:30:00Z,0,0.4822
2015-01-08T06:00:00Z,0,0.4911
2015-01-08T06:30:00Z,0,0.4832
2015-01-08T07:00:00Z,0,0.4633
2015-01-08T07:30:00Z,0,0.4925
2015-01-08T08:00:00Z,0.0004,0.4801
2015-01-08T08:30:00Z,0.0004,0.464
2015-01-08T09:00:00Z,0.0007,0.453
2015-01-08T09:30:00Z,0.009,0.4298
2015-01-08T10:00:00Z,0.0173,0.4108
2015-01-08T10:30:00Z,0.0446,0.4194
2015-01-08T11:00:00Z,0.0723,0.4074
2015-01-08T11:30:00Z,0.1284,0.403
2015-01-08T12:00:00Z,0.1841,0.4314
2015-01-08T12:30:00Z,0.2366,0.4423
2015-01-08T13:00:00Z,0.2887,0.4253
2015-01-08T13:30:00Z,0.2949,0.4403
2015-01-08T14:00:00Z,0.3006,0.4542
2015-01-08T14:30:00Z,0.2492,0.4591
2015-01-08T15:00:00Z,0.1974,0.4501
2015-01-08T15:30:00Z,0.1356,0.486
2015-01-08T16:00:00Z,0.0734,0.5085
2015-01-08T16:30:00Z,0.0385,0.5006
2015-01-08T17:00:00Z,0.0032,0.518
2015-01-08T17:30:00Z,0,0.5123
2015-01-08T18:00:00Z,0,0.5148
2015-01-08T18:30:00Z,0,0.5497
2015-01-08T19:00:00Z,0,0.564
2015-01-08T19:30:00Z,0,0.5831
2015-01-08T20:00:00Z,0,0.5757
2015-01-08T20:30:00Z,0,0.5645
2015-01-08T21:00:00Z,0,0.5522
2015-01-08T21:30:00Z,0,0.5118
2015-01-08T22:00:00Z,0,0.5333
2015-01-08T22:30:00Z,0,0.5244
2015-01-08T23:00:00Z,0,0.4766
2015-01-08T23:30:00Z,0,0.4414
2015-01-09T00:00:00Z,0,0.4205
2015-01-09T00:30:00Z,0,0.4231
2015-01-09T01:00:00Z,0,0.4294
2015-01-09T01:30:00Z,0,0.4579
2015-01-09T02:00:00Z,0,0.4533
2015-01-09T02:30:00Z,0,0.4549
2015-01-09T03:00:00Z,0,0.4324
2015-01-09T03:30:00Z,0,0.4308
2015-01-09T04:00:00Z,0,0.4276
2015-01-09T04:30:00Z,0,0.4243
2015-01-09T05:00:00Z,0,0.4234
2015-01-09T05:30:00Z,0,0.4003
2015-01-09T06:00:00Z,0,0.4514
2015-01-09T06:30:00Z,0,0.4799
2015-01-09T07:00:00Z,0,0.5092
2015-01-09T07:30:00Z,0,0.5292
2015-01-09T08:00:00Z,0,0.5473
2015-01-09T08:30:00Z,0.0047,0.5529
2015-01-09T09:00:00Z,0.0093,0.5612
2015-01-09T09:30:00Z,0.0445,0.5683
2015-01-09T10:00:00Z,0.0793,0.5652
2015-01-09T10:30:00Z,0.1327,0.5546
2015-01-09T11:00:00Z,0.1865,0.5275
2015-01-09T11:30:00Z,0.2195,0.5402
2015-01-09T12:00:00Z,0.2529,0.5211
2015-01-09T12:30:00Z,0.2482,0.534
2015-01-09T13:00:00Z,0.2435,0.5347
2015-01-09T13:30:00Z,0.2044,0.5261
2015-01-09T14:00:00Z,0.1654,0.5107
2015-01-09T14:30:00Z,0.1209,0.5067
2015-01-09T15:00:00Z,0.0764,0.4894
2015-01-09T15:30:00Z,0.0502,0.4981
2015-01-09T16:00:00Z,0.024,0.5143
2015-01-09T16:30:00Z,0.0129,0.5279
2015-01-09T17:00:00Z,0.0022,0.5453
2015-01-09T17:30:00Z,0,0.5647
2015-01-09T18:00:00Z,0,0.595
2015-01-09T18:30:00Z,0,0.6004
2015-01-09T19:00:00Z,0,0.6138
2015-01-09T19:30:00Z,0,0.6148
2015-01-09T20:00:00Z,0,0.6241
2015-01-09T20:30:00Z,0,0.6206
2015-01-09T21:00:00Z,0,0.6183
2015-01-09T21:30:00Z,0,0.6001
2015-01-09T22:00:00Z,0,0.5801
2015-01-09T22:30:00Z,0,0.5735
2015-01-09T23:00:00Z,0,0.595
2015-01-09T23:30:00Z,0,0.5958
2015-01-10T00:00:00Z,0,0.566
2015-01-10T00:30:00Z,0,0.5702
2015-01-10T01:00:00Z,0,0.5642
2015-01-10T01:30:00Z,0,0.5474
2015-01-10T02:00:00Z,0,0.521
2015-01-10T02:30:00Z,0,0.4998
2015-01-10T03:00:00Z,0,0.4669
2015-01-10T03:30:00Z,0,0.4471
2015-01-10T04:00:00Z,0,0.4331
2015-01-10T04:30:00Z,0,0.4187
2015-01-10T05:00:00Z,0,0.4241
2015-01-10T05:30:00Z,0,0.4428
2015-01-10T06:00:00Z,0,0.4771
2015-01-10T06:30:00Z,0,0.5068
2015-01-10T07:00:00Z,0,0.5107
2015-01-10T07:30:00Z,0,0.4896
2015-01-10T08:00:00Z,0.0036,0.53
2015-01-10T08:30:00Z,0.0075,0.5491
2015-01-10T09:00:00Z,0.0111,0.5457
2015-01-10T09:30:00Z,0.0369,0.5364
2015-01-10T10:00:00Z,0.0631,0.5556
2015-01-10T10:30:00Z,0.0903,0.5707
2015-01-10T11:00:00Z,0.1176,0.5687
2015-01-10T11:30:00Z,0.1767,0.5936
2015-01-10T12:00:00Z,0.2358,0.6008
2015-01-10T12:30:00Z,0.252,0.608
2015-01-10T13:00:00Z,0.2681,0.6037
2015-01-10T13:30:00Z,0.2717,0.6155
2015-01-10T14:00:00Z,0.2753,0.6154
2015-01-10T14:30:00Z,0.2362,0.6197
2015-01-10T15:00:00Z,0.1975,0.6129
2015-01-10T15:30:00Z,0.1351,0.6072
2015-01-10T16:00:00Z,0.0728,0.6004
2015-01-10T16:30:00Z,0.0384,0.6014
2015-01-10T17:00:00Z,0.0043,0.6024
2015-01-10T17:30:00Z,0,0.5982
2015-01-10T18:00:00Z,0,0.5872
2015-01-10T18:30:00Z,0,0.5845
2015-01-10T19:00:00Z,0,0.5739
2015-01-10T19:30:00Z,0,0.582
2015-01-10T20:00:00Z,0,0.5766
2015-01-10T20:30:00Z,0,0.569
2015-01-10T21:00:00Z,0,0.5654
2015-01-10T21:30:00Z,0,0.5653
2015-01-10T22:00:00Z,0,0.5778
2015-01-10T22:30:00Z,0,0.5804
2015-01-10T23:00:00Z,0,0.5812
2015-01-10T23:30:00Z,0,0.5729
2015-01-11T00:00:00Z,0,0.5584
2015-01-11T00:30:00Z,0,0.5487
2015-01-11T01:00:00Z,0,0.5421
2015-01-11T01:30:00Z,0,0.5432
2015-01-11T02:00:00Z,0,0.5422
2015-01-11T02:30:00Z,0,0.5367
2015-01-11T03:00:00Z,0,0.5393
2015-01-11T03:30:00Z,0,0.5385
2015-01-11T04:00:00Z,0,0.5323
2015-01-11T04:30:00Z,0,0.5402
2015-01-11T05:00:00Z,0,0.5353
2015-01-11T05:30:00Z,0,0.5317
2015-01-11T06:00:00Z,0,0.5338
2015-01-11T06:30:00Z,0,0.5383
2015-01-11T07:00:00Z,0,0.5401
2015-01-11T07:30:00Z,0,0.5364
2015-01-11T08:00:00Z,0.0061,0.53
2015-01-11T08:30:00Z,0.0122,0.529
2015-01-11T09:00:00Z,0.0183,0.5327
2015-01-11T09:30:00Z,0.0688,0.5438
2015-01-11T10:00:00Z,0.1193,0.5687
2015-01-11T10:30:00Z,0.1741,0.57
2015-01-11T11:00:00Z,0.2292,0.579
2015-01-11T11:30:00Z,0.2543,0.5787
2015-01-11T12:00:00Z,0.2794,0.5872
2015-01-11T12:30:00Z,0.2765,0.5938
2015-01-11T13:00:00Z,0.274,0.5968
2015-01-11T13:30:00Z,0.2453,0.5995
2015-01-11T14:00:00Z,0.2167,0.6079
2015-01-11T14:30:00Z,0.163,0.6086
2015-01-11T15:00:00Z,0.1092,0.6115
2015-01-11T15:30:00Z,0.0716,0.6179
2015-01-11T16:00:00Z,0.034,0.6135
2015-01-11T16:30:00Z,0.0183,0.6166
2015-01-11T17:00:00Z,0.0025,0.6141
2015-01-11T17:30:00Z,0,0.6182
2015-01-11T18:00:00Z,0,0.6219
2015-01-11T18:30:00Z,0,0.6209
2015-01-11T19:00:00Z,0,0.6203
2015-01-11T19:30:00Z,0,0.6252
2015-01-11T20:00:00Z,0,0.6191
2015-01-11T20:30:00Z,0,0.6093
2015-01-11T21:00:00Z,0,0.5915
2015-01-11T21:30:00Z,0,0.5705
2015-01-11T22:00:00Z,0,0.5592
2015-01-11T22:30:00Z,0,0.5547
2015-01-11T23:00:00Z,0,0.5411
2015-01-11T23:30:00Z,0,0.5334
2015-01-12T00:00:00Z,0,0.5259
2015-01-12T00:30:00Z,0,0.5246
2015-01-12T01:00:00Z,0,0.5178
2015-01-12T01:30:00Z,0,0.5236
2015-01-12T02:00:00Z,0,0.5272
2015-01-12T02:30:00Z,0,0.5095
2015-01-12T03:00:00Z,0,0.5182
2015-01-12T03:30:00Z,0,0.5071
2015-01-12T04:00:00Z,0,0.4828
2015-01-12T04:30:00Z,0,0.4887
2015-01-12T05:00:00Z,0,0.4836
2015-01-12T05:30:00Z,0,0.4773
2015-01-12T06:00:00Z,0,0.4608
2015-01-12T06:30:00Z,0,0.4939
2015-01-12T07:00:00Z,0,0.4953
2015-01-12T07:30:00Z,0,0.5056
2015-01-12T08:00:00Z,0.0028,0.5335
2015-01-12T08:30:00Z,0.0053,0.5482
2015-01-12T09:00:00Z,0.0081,0.5532
2015-01-12T09:30:00Z,0.0286,0.5789
2015-01-12T10:00:00Z,0.0495,0.586
2015-01-12T10:30:00Z,0.0693,0.5996
2015-01-12T11:00:00Z,0.0895,0.5992
2015-01-12T11:30:00Z,0.1043,0.6031
2015-01-12T12:00:00Z,0.1192,0.6102
2015-01-12T12:30:00Z,0.1195,0.6163
2015-01-12T13:00:00Z,0.1195,0.6197
2015-01-12T13:30:00Z,0.1025,0.6215
2015-01-12T14:00:00Z,0.0856,0.6146
2015-01-12T14:30:00Z,0.0704,0.603
2015-01-12T15:00:00Z,0.0552,0.5765
2015-01-12T15:30:00Z,0.04,0.5469
2015-01-12T16:00:00Z,0.0248,0.5201
2015-01-12T16:30:00Z,0.0134,0.4874
2015-01-12T17:00:00Z,0.0021,0.4319
2015-01-12T17:30:00Z,0,0.4351
2015-01-12T18:00:00Z,0,0.446
2015-01-12T18:30:00Z,0,0.4607
2015-01-12T19:00:00Z,0,0.4703
2015-01-12T19:30:00Z,0,0.4764
2015-01-12T20:00:00Z,0,0.4837
2015-01-12T20:30:00Z,0,0.4884
2015-01-12T21:00:00Z,0,0.4864
2015-01-12T21:30:00Z,0,0.4814
2015-01-12T22:00:00Z,0,0.4784
2015-01-12T22:30:00Z,0,0.4735
2015-01-12T23:00:00Z,0,0.4739
2015-01-12T23:30:00Z,0,0.4731
2015-01-13T00:00:00Z,0,0.4763
2015-01-13T00:30:00Z,0,0.4927
2015-01-13T01:00:00Z,0,0.5041
2015-01-13T01:30:00Z,0,0.5029
2015-01-13T02:00:00Z,0,0.4777
2015-01-13T02:30:00Z,0,0.4547
2015-01-13T03:00:00Z,0,0.451
2015-01-13T03:30:00Z,0,0.447
2015-01-13T04:00:00Z,0,0.443
2015-01-13T04:30:00Z,0,0.4431
2015-01-13T05:00:00Z,0,0.4516
2015-01-13T05:30:00Z,0,0.4593
2015-01-13T06:00:00Z,0,0.4789
2015-01-13T06:30:00Z,0,0.498
2015-01-13T07:00:00Z,0,0.5025
2015-01-13T07:30:00Z,0,0.5078
2015-01-13T08:00:00Z,0.0025,0.5132
2015-01-13T08:30:00Z,0.0046,0.5131
2015-01-13T09:00:00Z,0.0071,0.4939
2015-01-13T09:30:00Z,0.0537,0.4504
2015-01-13T10:00:00Z,0.1004,0.4201
2015-01-13T10:30:00Z,0.1467,0.4128
2015-01-13T11:00:00Z,0.1931,0.4204
2015-01-13T11:30:00Z,0.2327,0.4176
2015-01-13T12:00:00Z,0.2723,0.4173
2015-01-13T12:30:00Z,0.2489,0.4379
2015-01-13T13:00:00Z,0.226,0.4553
2015-01-13T13:30:00Z,0.2295,0.4758
2015-01-13T14:00:00Z,0.2334,0.4914
2015-01-13T14:30:00Z,0.1871,0.5084
2015-01-13T15:00:00Z,0.1411,0.5122
2015-01-13T15:30:00Z,0.1117,0.5075
